"id","date_added","gspc","vix","tnx","wti","gold","ixic","rut"
4000,2017-01-11,2275.320068,11.26,2.37,52.25,1195.599976,5563.649902,1373.300049
4001,2017-01-12,2270.439941,11.54,2.361,53.009997999999996,1198.900024,5547.490234000001,1361.069946
4002,2017-01-13,2274.639893,11.23,2.38,52.369999,1195.300049,5574.120117,1372.050049
4003,2017-01-17,2267.889893,11.87,2.327,52.48,1212.0,5538.72998,1352.319946
4004,2017-01-18,2271.889893,12.48,2.389,51.080002,1211.300049,5555.649902,1358.560059
4005,2017-01-19,2263.689941,12.78,2.459,51.369999,1200.900024,5540.080078,1345.73999
4006,2017-01-20,2271.310059,11.54,2.467,52.419998,1204.300049,5555.330078,1351.849976
4007,2017-01-23,2265.199951,11.77,2.403,52.75,1215.0,5552.939941,1347.839966
4008,2017-01-24,2280.070068,11.07,2.471,53.18,1210.300049,5600.959961,1369.209961
4009,2017-01-25,2298.3701170000004,10.81,2.523,52.75,1197.300049,5656.339844,1382.439941
4010,2017-01-26,2296.679932,10.63,2.508,53.779999,1189.5,5655.180176,1375.599976
4011,2017-01-27,2294.689941,10.58,2.481,53.169998,1188.099976,5660.779785,1370.699951
4012,2017-01-30,2280.899902,11.88,2.483,52.630001,1193.199951,5613.709961,1352.329956
4013,2017-01-31,2278.8701170000004,11.99,2.451,52.810001,1208.599976,5614.790039,1361.819946
4014,2017-02-01,2279.550049,11.81,2.474,53.880001,1205.599976,5642.649902,1361.22998
4015,2017-02-02,2280.850098,11.93,2.47,53.540001000000004,1216.699951,5636.200195,1357.430054
4016,2017-02-03,2297.419922,10.97,2.491,53.830002,1218.5,5666.77002,1377.839966
4017,2017-02-06,2292.560059,11.37,2.413,53.009997999999996,1230.0,5663.549805,1366.660034
4018,2017-02-07,2293.080078,11.29,2.389,52.169998,1234.199951,5674.220215,1361.060059
4019,2017-02-08,2294.669922,11.45,2.351,52.34,1237.599976,5682.450195,1358.73999
4020,2017-02-09,2307.8701170000004,10.88,2.395,53.0,1235.099976,5715.180176,1378.530029
4021,2017-02-10,2316.100098,10.85,2.409,53.860001000000004,1234.400024,5734.129883,1388.839966
4022,2017-02-13,2328.25,11.07,2.434,52.93,1224.400024,5763.959961,1392.380005
4023,2017-02-14,2337.580078,10.74,2.47,53.200001,1223.900024,5782.569824,1396.650024
4024,2017-02-15,2349.25,11.97,2.502,53.110001000000004,1231.699951,5819.439941,1404.209961
4025,2017-02-16,2347.219971,11.76,2.45,53.360001000000004,1240.0,5814.899902,1399.130005
4026,2017-02-17,2351.159912,11.49,2.425,53.400002,1237.599976,5838.580078,1399.859985
4027,2017-02-21,2365.3798829999996,11.57,2.427,54.060001,1237.5,5865.950195,1410.339966
4028,2017-02-22,2362.820068,11.74,2.418,53.59,1232.0,5860.629883,1403.859985
4029,2017-02-23,2363.810059,11.71,2.388,54.450001,1250.199951,5835.509765999999,1394.619995
4030,2017-02-24,2367.340088,11.47,2.317,53.990002000000004,1256.900024,5845.310059,1394.52002
4031,2017-02-27,2369.75,12.09,2.369,54.049999,1257.400024,5861.899902,1407.969971
4032,2017-02-28,2363.639893,12.92,2.358,54.009997999999996,1252.599976,5825.439941,1386.680054
4033,2017-03-01,2395.959961,12.54,2.463,53.830002,1248.900024,5904.029785,1413.640015
4034,2017-03-02,2381.919922,11.81,2.489,52.610001000000004,1231.900024,5861.220215,1395.670044
4035,2017-03-03,2383.1201170000004,10.96,2.492,53.330002,1225.5,5870.75,1394.130005
4036,2017-03-06,2375.310059,11.24,2.494,53.200001,1224.5,5849.180176,1384.25
4037,2017-03-07,2368.389893,11.45,2.511,53.139998999999996,1215.099976,5833.930176,1374.880005
4038,2017-03-08,2362.97998,11.86,2.552,50.279999,1208.5,5837.549805,1366.040039
4039,2017-03-09,2364.8701170000004,12.3,2.598,49.279999,1202.400024,5838.810059,1360.119995
4040,2017-03-10,2372.600098,11.66,2.582,48.490002000000004,1200.699951,5861.72998,1365.26001
4041,2017-03-13,2373.469971,11.35,2.608,48.400002,1202.400024,5875.779785,1370.280029
4042,2017-03-14,2365.449951,12.3,2.595,47.720001,1201.900024,5856.819824,1362.380005
4043,2017-03-15,2385.26001,11.63,2.508,48.860001000000004,1200.099976,5900.049805,1382.829956
4044,2017-03-16,2381.3798829999996,11.21,2.522,48.75,1226.5,5900.759765999999,1386.030029
4045,2017-03-17,2378.25,11.28,2.501,48.779999,1229.800049,5901.0,1391.52002
4046,2017-03-20,2373.469971,11.34,2.473,48.220001,1233.599976,5901.529785,1384.099976
4047,2017-03-21,2344.02002,12.47,2.436,47.34,1246.099976,5793.830078,1346.550049
4048,2017-03-22,2348.449951,12.81,2.396,48.040001000000004,1249.300049,5821.640136999999,1345.599976
4049,2017-03-23,2345.959961,13.12,2.418,47.700001,1246.900024,5817.689941,1353.430054
4050,2017-03-24,2343.97998,12.96,2.4,47.970001,1248.199951,5828.740234000001,1354.640015
4051,2017-03-27,2341.590088,12.5,2.373,47.73,1255.400024,5840.370117,1357.319946
4052,2017-03-28,2358.570068,11.53,2.409,48.369999,1255.300049,5875.140136999999,1367.26001
4053,2017-03-29,2361.1298829999996,11.42,2.386,49.509997999999996,1253.400024,5897.549805,1371.640015
4054,2017-03-30,2368.060059,11.54,2.416,50.349998,1245.0,5914.339844,1382.349976
4055,2017-03-31,2362.719971,12.37,2.396,50.599998,1247.300049,5911.740234000001,1385.920044
4056,2017-04-03,2358.840088,12.38,2.35,50.240002000000004,1250.800049,5894.680176,1369.670044
4057,2017-04-04,2360.159912,11.79,2.35,51.029999,1255.0,5898.609863000001,1368.180054
4058,2017-04-05,2352.949951,12.89,2.357,51.150002,1245.400024,5864.47998,1352.140015
4059,2017-04-06,2357.48999,12.39,2.343,51.700001,1250.300049,5878.950195,1364.430054
4060,2017-04-07,2355.540039,12.87,2.373,52.240002000000004,1254.300049,5877.810059,1364.560059
4061,2017-04-10,2357.159912,14.05,2.361,53.080002,1251.099976,5880.930176,1367.089966
4062,2017-04-11,2353.780029,15.07,2.298,53.400002,1271.199951,5866.77002,1376.949951
4063,2017-04-12,2344.929932,15.77,2.296,53.110001000000004,1275.300049,5836.160156,1359.199951
4064,2017-04-13,2328.949951,15.96,2.232,53.18,1285.900024,5805.149902,1345.23999
4065,2017-04-17,2349.01001,14.66,2.252,52.650002,1289.400024,5856.790039,1361.180054
4066,2017-04-18,2342.189941,14.42,2.179,52.41,1291.699951,5849.470215,1361.890015
4067,2017-04-19,2338.169922,14.93,2.202,50.439999,1281.400024,5863.029785,1367.130005
4068,2017-04-20,2355.840088,14.15,2.241,50.27,1281.900024,5916.779785,1384.150024
4069,2017-04-21,2348.689941,14.63,2.237,49.619999,1287.400024,5910.52002,1379.849976
4070,2017-04-24,2374.149902,10.84,2.273,49.23,1275.800049,5983.819824,1397.939941
4071,2017-04-25,2388.610107,10.76,2.327,49.560001,1265.599976,6025.490234000001,1411.079956
4072,2017-04-26,2387.449951,10.85,2.311,49.619999,1262.099976,6025.22998,1419.430054
4073,2017-04-27,2388.77002,10.36,2.296,48.970001,1263.699951,6048.939941,1417.130005
4074,2017-04-28,2384.199951,10.82,2.282,49.330002,1266.099976,6047.609863000001,1400.430054
4075,2017-05-01,2388.330078,10.11,2.325,48.84,1253.300049,6091.600098,1407.359985
4076,2017-05-02,2391.169922,10.59,2.296,47.66,1255.099976,6095.370117,1399.359985
4077,2017-05-03,2388.1298829999996,10.68,2.309,47.82,1246.400024,6072.549805,1390.920044
4078,2017-05-04,2389.52002,10.46,2.356,45.52,1226.5,6075.339844,1388.849976
4079,2017-05-05,2399.290039,10.57,2.352,46.220001,1224.800049,6100.759765999999,1397.0
4080,2017-05-08,2399.3798829999996,9.77,2.376,46.43,1225.300049,6102.660156,1391.640015
4081,2017-05-09,2396.919922,9.96,2.407,45.880001,1214.300049,6120.589844,1391.859985
4082,2017-05-10,2399.6298829999996,10.21,2.414,47.330002,1217.300049,6129.140136999999,1399.589966
4083,2017-05-11,2394.439941,10.6,2.4,47.830002,1222.699951,6115.959961,1390.199951
4084,2017-05-12,2390.899902,10.4,2.335,47.84,1226.199951,6121.22998,1382.77002
4085,2017-05-15,2402.320068,10.42,2.338,48.849998,1228.599976,6149.669922,1393.920044
4086,2017-05-16,2400.669922,10.65,2.329,48.66,1235.0,6169.870117,1394.680054
4087,2017-05-17,2357.030029,15.59,2.216,49.07,1257.5,6011.240234000001,1355.890015
4088,2017-05-18,2365.719971,14.66,2.233,49.349998,1251.699951,6055.129883,1361.079956
4089,2017-05-19,2381.72998,12.04,2.245,50.330002,1252.699951,6083.700195,1367.329956
4090,2017-05-22,2394.02002,10.93,2.254,50.73,1260.699951,6133.620117,1377.140015
4091,2017-05-23,2398.419922,10.72,2.285,51.470001,1254.800049,6138.709961,1380.97998
4092,2017-05-24,2404.389893,10.02,2.266,51.360001000000004,1252.400024,6163.02002,1382.51001
4093,2017-05-25,2415.070068,9.99,2.255,48.900002,1255.800049,6205.259765999999,1383.390015
4094,2017-05-26,2415.820068,9.81,2.25,49.799999,1267.599976,6210.189941,1382.23999
4095,2017-05-30,2412.909912,10.38,2.217,49.66,1262.099976,6203.189941,1371.189941
4096,2017-05-31,2411.800049,10.41,2.196,48.32,1272.0,6198.52002,1370.209961
4097,2017-06-01,2430.060059,9.89,2.217,48.360001000000004,1267.0,6246.830078,1396.060059
4098,2017-06-02,2439.070068,9.75,2.159,47.66,1276.800049,6305.799805,1405.390015
4099,2017-06-05,2436.100098,10.07,2.182,47.400002,1279.300049,6295.680176,1396.449951
4100,2017-06-06,2429.330078,10.45,2.147,48.189999,1294.400024,6275.060059,1394.900024
4101,2017-06-07,2433.139893,10.39,2.178,45.720001,1290.099976,6297.379883,1396.670044
4102,2017-06-08,2433.790039,10.16,2.194,45.639998999999996,1276.300049,6321.759765999999,1415.609985
4103,2017-06-09,2431.77002,10.7,2.199,45.830002,1268.5,6207.919922,1421.709961
4104,2017-06-12,2429.389893,11.46,2.213,46.080002,1266.099976,6175.459961,1419.209961
4105,2017-06-13,2440.350098,10.42,2.207,46.459998999999996,1265.800049,6220.370117,1425.98999
4106,2017-06-14,2437.919922,10.64,2.138,44.73,1272.800049,6194.890136999999,1417.569946
4107,2017-06-15,2432.459961,10.9,2.162,44.459998999999996,1252.199951,6165.5,1410.079956
4108,2017-06-16,2433.149902,10.38,2.157,44.740002000000004,1254.0,6151.759765999999,1406.72998
4109,2017-06-19,2453.459961,10.37,2.19,44.200001,1244.199951,6239.009765999999,1418.079956
4110,2017-06-20,2437.030029,10.86,2.153,43.23,1241.0,6188.029785,1402.969971
4111,2017-06-21,2435.610107,10.75,2.155,42.529999,1243.400024,6233.950195,1399.25
4112,2017-06-22,2434.5,10.48,2.153,42.740002000000004,1247.599976,6236.689941,1404.540039
4113,2017-06-23,2438.300049,10.02,2.144,43.009997999999996,1256.199951,6265.25,1414.780029
4114,2017-06-26,2439.070068,9.9,2.137,43.380001,1246.300049,6247.149902,1416.640015
4115,2017-06-27,2419.3798829999996,11.06,2.198,44.240002000000004,1246.400024,6146.620117,1403.52002
4116,2017-06-28,2440.689941,10.03,2.221,44.740002000000004,1248.0,6234.410156,1425.27002
4117,2017-06-29,2419.699951,11.44,2.267,44.93,1244.199951,6144.350098,1416.199951
4118,2017-06-30,2423.409912,11.18,2.302,46.040001000000004,1240.699951,6140.419922,1415.359985
4119,2017-07-03,2429.01001,11.22,2.302,46.040001000000004,1240.699951,6110.060059,1426.680054
4120,2017-07-05,2432.540039,11.07,2.334,45.130001,1220.400024,6150.859863000001,1420.150024
4121,2017-07-06,2409.75,12.54,2.37,45.52,1222.199951,6089.459961,1400.810059
4122,2017-07-07,2425.179932,11.19,2.393,44.23,1208.599976,6153.080078,1415.839966
4123,2017-07-10,2427.429932,11.11,2.371,44.400002,1212.099976,6176.390136999999,1408.469971
4124,2017-07-11,2425.530029,10.89,2.362,45.040001000000004,1213.599976,6193.299805,1413.050049
4125,2017-07-12,2443.25,10.3,2.327,45.490002000000004,1218.099976,6261.169922,1424.319946
4126,2017-07-13,2447.830078,9.9,2.348,46.080002,1216.300049,6274.439941,1425.660034
4127,2017-07-14,2459.27002,9.51,2.319,46.540001000000004,1226.599976,6312.470215,1428.819946
4128,2017-07-17,2459.139893,9.82,2.309,46.02,1232.800049,6314.430176,1431.599976
4129,2017-07-18,2460.610107,9.89,2.263,46.400002,1241.099976,6344.310059,1427.609985
4130,2017-07-19,2473.830078,9.79,2.268,47.119999,1241.199951,6385.040039,1441.77002
4131,2017-07-20,2473.449951,9.58,2.266,46.790001000000004,1244.800049,6390.0,1442.349976
4132,2017-07-21,2472.540039,9.36,2.232,45.77,1254.300049,6387.75,1435.839966
4133,2017-07-24,2469.909912,9.43,2.254,46.34,1253.900024,6410.810059,1438.050049
4134,2017-07-25,2477.1298829999996,9.43,2.326,47.889998999999996,1251.699951,6412.169922,1450.390015
4135,2017-07-26,2477.830078,9.6,2.282,48.75,1249.0,6422.75,1442.280029
4136,2017-07-27,2475.419922,10.11,2.31,49.040001000000004,1259.599976,6382.189941,1433.619995
4137,2017-07-28,2472.100098,10.29,2.289,49.709998999999996,1268.400024,6374.680176,1429.26001
4138,2017-07-31,2470.300049,10.26,2.292,50.169998,1266.599976,6348.120117,1425.140015
4139,2017-08-01,2476.350098,10.09,2.251,49.16,1272.599976,6362.939941,1428.329956
4140,2017-08-02,2477.570068,10.28,2.262,49.59,1271.800049,6362.649902,1412.900024
4141,2017-08-03,2472.159912,10.44,2.228,49.029999,1267.800049,6340.339844,1405.22998
4142,2017-08-04,2476.830078,10.03,2.267,49.580002,1258.300049,6351.560059,1412.319946
4143,2017-08-07,2480.909912,9.93,2.257,49.389998999999996,1258.199951,6383.77002,1414.170044
4144,2017-08-08,2474.919922,10.96,2.283,49.169998,1256.400024,6370.459961,1410.150024
4145,2017-08-09,2474.02002,11.11,2.241,49.560001,1273.0,6352.330078,1396.949951
4146,2017-08-10,2438.209961,16.040001,2.212,48.59,1283.699951,6216.870117,1372.540039
4147,2017-08-11,2441.320068,15.51,2.189,48.82,1287.699951,6256.560059,1374.22998
4148,2017-08-14,2465.840088,12.33,2.219,47.59,1284.199951,6340.22998,1394.310059
4149,2017-08-15,2464.610107,12.04,2.266,47.549999,1273.699951,6333.009765999999,1383.23999
4150,2017-08-16,2468.110107,11.74,2.226,46.779999,1276.900024,6345.109863000001,1383.530029
4151,2017-08-17,2430.01001,15.55,2.199,47.09,1286.400024,6221.910156,1358.939941
4152,2017-08-18,2425.550049,14.26,2.194,48.509997999999996,1285.699951,6216.529785,1357.790039
4153,2017-08-21,2428.3701170000004,13.19,2.18,47.369999,1290.800049,6213.129883,1356.900024
4154,2017-08-22,2452.51001,11.35,2.215,47.639998999999996,1285.099976,6297.47998,1371.540039
4155,2017-08-23,2444.040039,12.25,2.171,48.41,1288.900024,6278.410156,1369.73999
4156,2017-08-24,2438.969971,12.23,2.194,47.43,1286.5,6271.330078,1373.880005
4157,2017-08-25,2443.050049,11.28,2.169,47.869999,1292.5,6265.640136999999,1377.449951
4158,2017-08-28,2444.23999,11.32,2.159,46.57,1309.699951,6283.02002,1382.22998
4159,2017-08-29,2446.300049,11.7,2.136,46.439999,1313.099976,6301.890136999999,1383.680054
4160,2017-08-30,2457.590088,11.22,2.143,45.959998999999996,1308.099976,6368.310059,1391.319946
4161,2017-08-31,2471.649902,10.59,2.121,47.23,1316.199951,6428.660156,1405.280029
4162,2017-09-01,2476.550049,10.13,2.157,47.290001000000004,1324.5,6435.330078,1413.569946
4163,2017-09-05,2457.850098,12.23,2.07,48.66,1339.199951,6375.569824,1399.660034
4164,2017-09-06,2465.540039,11.63,2.108,49.16,1333.900024,6393.310059,1402.199951
4165,2017-09-07,2465.100098,11.55,2.061,49.09,1345.099976,6397.870117,1398.670044
4166,2017-09-08,2461.429932,12.12,2.061,47.48,1346.0,6360.189941,1399.430054
4167,2017-09-11,2488.110107,10.73,2.125,48.07,1331.0,6432.259765999999,1414.829956
4168,2017-09-12,2496.47998,10.58,2.171,48.23,1328.0,6454.279785,1423.459961
4169,2017-09-13,2498.3701170000004,10.5,2.195,49.299999,1323.400024,6460.189941,1426.890015
4170,2017-09-14,2495.6201170000004,10.44,2.197,49.889998999999996,1324.699951,6429.080078,1425.02002
4171,2017-09-15,2500.22998,10.17,2.202,49.889998999999996,1320.400024,6448.470215,1431.709961
4172,2017-09-18,2503.8701170000004,10.15,2.229,49.91,1306.300049,6454.640136999999,1441.079956
4173,2017-09-19,2506.649902,10.18,2.243,49.48,1306.199951,6461.319824,1440.400024
4174,2017-09-20,2508.23999,9.78,2.277,50.41,1312.0,6456.040039,1445.420044
4175,2017-09-21,2500.600098,9.67,2.278,50.549999,1290.599976,6422.689941,1444.180054
4176,2017-09-22,2502.219971,9.59,2.262,50.66,1293.300049,6426.919922,1450.780029
4177,2017-09-25,2496.659912,10.21,2.22,52.220001,1306.800049,6370.589844,1451.959961
4178,2017-09-26,2496.840088,10.17,2.229,51.880001,1297.0,6380.160156,1456.859985
4179,2017-09-27,2507.040039,9.87,2.309,52.139998999999996,1283.400024,6453.259765999999,1484.810059
4180,2017-09-28,2510.060059,9.55,2.309,51.560001,1285.5,6453.450195,1488.790039
4181,2017-09-29,2519.360107,9.51,2.326,51.669998,1281.5,6495.959961,1490.859985
4182,2017-10-02,2529.1201170000004,9.45,2.337,50.580002,1272.699951,6516.720215,1509.469971
4183,2017-10-03,2534.580078,9.51,2.334,50.419998,1271.5,6531.709961,1511.969971
4184,2017-10-04,2537.73999,9.63,2.33,49.98,1273.699951,6534.629883,1507.76001
4185,2017-10-05,2552.070068,9.19,2.35,50.790001000000004,1269.900024,6585.359863000001,1512.089966
4186,2017-10-06,2549.330078,9.65,2.37,49.290001000000004,1271.599976,6590.180176,1510.219971
4187,2017-10-09,2544.72998,10.33,2.361,49.580002,1281.800049,6579.72998,1503.560059
4188,2017-10-10,2550.639893,10.08,2.345,50.919998,1290.599976,6587.25,1508.01001
4189,2017-10-11,2555.23999,9.85,2.345,51.299999,1285.800049,6603.549805,1506.920044
4190,2017-10-12,2550.929932,9.91,2.323,50.599998,1293.300049,6591.509765999999,1505.160034
4191,2017-10-13,2553.169922,9.61,2.28,51.450001,1301.5,6605.799805,1502.660034
4192,2017-10-16,2557.639893,9.91,2.307,51.869999,1299.900024,6624.0,1502.680054
4193,2017-10-17,2559.360107,10.31,2.298,51.880001,1283.0,6623.660156,1497.5
4194,2017-10-18,2561.26001,10.07,2.339,52.040001000000004,1279.900024,6624.220215,1505.140015
4195,2017-10-19,2562.100098,10.05,2.321,51.290001000000004,1286.900024,6605.069824,1502.040039
4196,2017-10-20,2575.209961,9.97,2.381,51.470001,1277.400024,6629.049805,1509.25
4197,2017-10-23,2564.97998,11.07,2.376,51.900002,1277.699951,6586.830078,1497.48999
4198,2017-10-24,2569.1298829999996,11.16,2.406,52.470001,1275.0,6598.430176,1500.420044
4199,2017-10-25,2557.149902,11.23,2.444,52.18,1275.400024,6563.890136999999,1493.47998
4200,2017-10-26,2560.399902,11.3,2.452,52.639998999999996,1266.300049,6556.77002,1497.459961
4201,2017-10-27,2581.070068,9.8,2.428,53.900002,1268.5,6701.259765999999,1508.319946
4202,2017-10-30,2572.830078,10.5,2.37,54.150002,1274.099976,6698.959961,1490.900024
4203,2017-10-31,2575.26001,10.18,2.376,54.380001,1267.0,6727.669922,1502.530029
4204,2017-11-01,2579.360107,10.2,2.376,54.299999,1274.099976,6716.529785,1492.780029
4205,2017-11-02,2579.850098,9.93,2.347,54.540001000000004,1274.900024,6714.939941,1496.550049
4206,2017-11-03,2587.840088,9.14,2.343,55.639998999999996,1266.5,6764.439941,1494.910034
4207,2017-11-06,2591.1298829999996,9.4,2.32,57.349998,1279.400024,6786.439941,1497.959961
4208,2017-11-07,2590.639893,9.89,2.307,57.200001,1273.699951,6767.779785,1479.089966
4209,2017-11-08,2594.3798829999996,9.78,2.325,56.810001,1281.599976,6789.120117,1481.72998
4210,2017-11-09,2584.6201170000004,10.5,2.331,57.169998,1285.599976,6750.049805,1475.02002
4211,2017-11-10,2582.300049,11.29,2.4,56.740002000000004,1272.400024,6750.939941,1475.27002
4212,2017-11-13,2584.840088,11.5,2.4,56.759997999999996,1277.300049,6757.600098000001,1475.069946
4213,2017-11-14,2578.8701170000004,11.59,2.381,55.700001,1281.5,6737.870117,1471.26001
4214,2017-11-15,2564.6201170000004,13.13,2.335,55.330002,1276.5,6706.209961,1464.089966
4215,2017-11-16,2585.639893,11.76,2.361,55.139998999999996,1277.400024,6793.290039,1486.880005
4216,2017-11-17,2578.850098,11.43,2.354,56.549999,1295.800049,6782.790039,1492.819946
4217,2017-11-20,2582.139893,10.65,2.372,56.09,1274.599976,6790.709961,1503.400024
4218,2017-11-21,2599.030029,9.73,2.363,56.830002,1281.099976,6862.47998,1518.890015
4219,2017-11-22,2597.080078,9.88,2.322,58.02,1291.599976,6867.359863,1516.76001
4220,2017-11-24,2602.419922,9.67,2.322,58.02,1291.599976,6889.160156,1519.160034
4221,2017-11-27,2601.419922,9.87,2.328,58.110001000000004,1293.800049,6878.52002,1513.310059
4222,2017-11-28,2627.040039,10.03,2.338,57.990002000000004,1294.699951,6912.359863,1536.430054
4223,2017-11-29,2626.070068,10.7,2.376,57.299999,1282.099976,6824.390137,1542.300049
4224,2017-11-30,2647.580078,11.28,2.417,57.400002,1273.199951,6873.970215,1544.140015
4225,2017-12-01,2642.219971,11.43,2.362,58.360001000000004,1278.800049,6847.589844,1537.02002
4226,2017-12-04,2639.439941,11.68,2.379,57.470001,1274.300049,6775.370117,1532.410034
4227,2017-12-05,2629.570068,11.33,2.356,57.619999,1261.599976,6762.209961,1516.76001
4228,2017-12-06,2629.27002,11.02,2.33,55.959998999999996,1262.800049,6776.379883,1508.880005
4229,2017-12-07,2636.97998,10.16,2.376,56.689999,1249.800049,6812.839844,1520.469971
4230,2017-12-08,2651.5,9.58,2.383,57.360001000000004,1245.199951,6840.080078,1521.719971
4231,2017-12-11,2659.98999,9.34,2.385,57.990002000000004,1243.699951,6875.080078,1519.839966
4232,2017-12-12,2664.110107,9.92,2.403,57.139998999999996,1238.5,6862.319823999999,1516.119995
4233,2017-12-13,2662.850098,10.18,2.349,56.599998,1245.400024,6875.799805,1524.449951
4234,2017-12-14,2652.01001,10.49,2.346,57.040001000000004,1253.800049,6856.529785,1506.949951
4235,2017-12-15,2675.810059,9.42,2.355,57.299999,1254.300049,6936.580078,1530.420044
4236,2017-12-18,2690.159912,9.53,2.392,57.16,1262.199951,6994.759765999999,1548.920044
4237,2017-12-19,2681.469971,10.03,2.463,57.459998999999996,1260.699951,6963.850098000001,1536.75
4238,2017-12-20,2679.25,9.72,2.497,58.09,1266.099976,6960.959961,1540.079956
4239,2017-12-21,2684.570068,9.62,2.481,58.360001000000004,1267.300049,6965.359863,1547.109985
4240,2017-12-22,2683.340088,9.9,2.485,58.470001,1275.400024,6959.959961,1542.930054
4241,2017-12-26,2680.5,10.25,2.467,59.970001,1284.099976,6936.25,1544.22998
4242,2017-12-27,2682.6201170000004,10.47,2.414,59.639998999999996,1287.0,6939.339844,1543.939941
4243,2017-12-28,2687.540039,10.18,2.432,59.84,1294.099976,6950.160156,1548.930054
4244,2017-12-29,2673.610107,11.04,2.405,60.419998,1306.300049,6903.390137,1535.51001
4245,2018-01-02,2695.810059,9.77,2.465,60.369999,1313.699951,7006.899901999999,1550.01001
4246,2018-01-03,2713.060059,9.15,2.447,61.630001,1316.199951,7065.529785,1552.579956
4247,2018-01-04,2723.98999,9.22,2.453,62.009997999999996,1319.400024,7077.910156,1555.719971
4248,2018-01-05,2743.149902,9.22,2.476,61.439999,1320.300049,7136.560059,1560.01001
4249,2018-01-08,2747.709961,9.52,2.48,61.73,1318.599976,7157.390137,1561.810059
4250,2018-01-09,2751.290039,10.08,2.546,62.959998999999996,1311.699951,7163.580078,1560.099976
4251,2018-01-10,2748.22998,9.82,2.55,63.57,1317.400024,7153.569823999999,1559.800049
4252,2018-01-11,2767.560059,9.88,2.531,63.799999,1320.599976,7211.779785,1586.790039
4253,2018-01-12,2786.23999,10.16,2.552,64.300003,1333.400024,7261.060059,1591.969971
4254,2018-01-16,2776.419922,11.66,2.544,63.73,1335.400024,7223.689941,1572.969971
4255,2018-01-17,2802.560059,11.91,2.578,63.970001,1338.0,7298.279785,1586.660034
4256,2018-01-18,2798.030029,12.22,2.611,63.950001,1326.0,7296.049805,1576.72998
4257,2018-01-19,2810.300049,11.27,2.637,63.369999,1331.900024,7336.379883,1597.630005
4258,2018-01-22,2832.969971,11.03,2.665,63.490002000000004,1330.900024,7408.029785,1605.170044
